丈母;/ʈʂɑŋ˥˩ mu˨˩˦/;0
丈母娘;/ʈʂɑŋ˥˩ mu˨˩˦ njɑŋ˧˥/;0
三;"/san˥˥;0
三下两下;/san˥˥ ɕja˥˩ ljɑŋ˨˩˦ ɕja˥˩/;0
三下五除二;/san˥˥ ɕja˥˩ u˨˩˦ ʈʂʰu˧˥ aɻ˥˩/;0
三人行，必有我师焉;/san˥˥ ʐən˧˥ ɕɪŋ˧˥ pi˥˩ joʊ˨˩˦ uɔ˨˩˦ ʂɚ˥˥ jɛn˥˥/;0
三分钟;/san˥˥ fən˥˥ ʈʂʊŋ˥˥/;0
三十六计，走为上策;/san˥˥ ʂɚ˧˥ ljoʊ˥˩ tɕi˥˩ tsoʊ˨˩˦ weɪ˧˥ ʂɑŋ˥˩ tsʰɤ˥˩/;0
三十六计，走为上计;/san˥˥ ʂɚ˧˥ ljoʊ˥˩ tɕi˥˩ tsoʊ˨˩˦ weɪ˧˥ ʂɑŋ˥˩ tɕi˥˩/;0
三叉戟;/san˥˥ ʈʂʰa˥˥ tɕi˨˩˦/;0
三叠纪;/san˥˥ tjɛ˧˥ tɕi˥˩/;0
三句话不离本行;/san˥˥ tɕy˥˩ xwa˥˩ pu˥˩ li˧˥ pən˨˩˦ xɑŋ˧˥/;0
三国志;/san˥˥ kuɔ˧˥ ʈʂɚ˥˩/;0
三天两宿;/san˥˥ tʰjɛn˥˥ ljɑŋ˨˩˦ ɕjoʊ˨˩˦/;0
三头六臂;/san˥˥ tʰoʊ˧˥ ljoʊ˥˩ pi˥˩/;0
三头肌;/san˥˥ tʰoʊ˧˥ tɕi˥˥/;0
三套车;/san˥˥ tʰɑʊ˥˩ ʈʂʰɤ˥˥/;0
三套马车;/san˥˥ tʰɑʊ˥˩ ma˨˩˦ ʈʂʰɤ˥˥/;0
三季稻;/san˥˥ tɕi˥˩ tɑʊ˥˩/;0
三岔路口;/san˥˥ ʈʂʰa˥˩ lu˥˩ kʰoʊ˨˩˦/;0
三年五载;/san˥˥ njɛn˧˥ u˨˩˦ tsaɪ˨˩˦/;0
三年级;/san˥˥ njɛn˧˥ tɕi˧˥/;0
三心两意;/san˥˥ ɕɪn˥˥ ljɑŋ˨˩˦ i˥˩/;0
三心二意;/san˥˥ ɕɪn˥˥ aɻ˥˩ i˥˩/;0
三思而行;/san˥˥ sɯ˥˥ aɻ˧˥ ɕɪŋ˧˥/;0
三成;/san˥˥ ʈʂʰɤŋ˧˥/;0
三教九流;/san˥˥ tɕjɑʊ˥˩ tɕjoʊ˨˩˦ ljoʊ˧˥/;0
三明治;/san˥˥ mɪŋ˧˥ ʈʂɚ˥˩/;0
三更半夜;/san˥˥ kɤŋ˥˥ pan˥˩ jɛ˥˩/;0
三月;/san˥˥ ɥœ˥˩/;0
三朝元老;/san˥˥ ʈʂʰɑʊ˧˥ ɥœn˧˥ lɑʊ˨˩˦/;0
三点;/san˥˥ tjɛn˨˩˦/;0
三点钟;/san˥˥ tjɛn˨˩˦ ʈʂʊŋ˥˥/;0
三番五次;/san˥˥ fan˥˥ u˨˩˦ tsʰɯ˥˩/;0
三色堇;/san˥˥ sɤ˥˩ tɕɪn˨˩˦/;0
三角形;/san˥˥ tɕjɑʊ˨˩˦ ɕɪŋ˧˥/;0
三角架;/san˥˥ tɕjɑʊ˨˩˦ tɕja˥˩/;0
三角裤衩;/san˥˥ tɕjɑʊ˨˩˦ kʰu˥˩ ʈʂʰa˨˩˦/;0
三言两语;/san˥˥ jɛn˧˥ ljɑŋ˨˩˦ y˨˩˦/;0
三足鼎立;/san˥˥ tsu˧˥ tɪŋ˨˩˦ li˥˩/;0
三跪九叩;/san˥˥ kweɪ˥˩ tɕjoʊ˨˩˦ kʰoʊ˥˩/;0
三轮车;/san˥˥ luən˧˥ ʈʂʰɤ˥˥/;0
三部曲;/san˥˥ pu˥˩ tɕʰy˨˩˦/;0
三顾茅庐;/san˥˥ ku˥˩ mɑʊ˧˥ lu˧˥/;0
三驾马车;/san˥˥ tɕja˥˩ ma˨˩˦ ʈʂʰɤ˥˥/;0
上;/ʂɑŋ˥˩/;0
上一次当，学一次乖;/ʂɑŋ˥˩ i˧˥ tsʰɯ˥˩ tɑŋ˥˩ ɕɥœ˧˥ i˧˥ tsʰɯ˥˩ kuaɪ˥˥/;0
上上下下;/ʂɑŋ˥˩ ʂɑŋ˥˩ ɕja˥˩ ɕja˥˩/;0
上下攀援;/ʂɑŋ˥˩ ɕja˥˩ pʰan˥˥ ɥœn˧˥/;0
上下文;/ʂɑŋ˥˩ ɕja˥˩ uən˧˥/;0
上下班;/ʂɑŋ˥˩ ɕja˥˩ pan˥˥/;0
上个星期;"/ʂɑŋ˥˩ kɤ˧ ɕɪŋ˥˥ tɕʰi˥˥;0
上个月;/ʂɑŋ˥˩ kɤ˧ ɥœ˥˩/;0
上个礼拜;/ʂɑŋ˥˩ kɤ˧ li˨˩˦ paɪ˥˩/;0
上任;/ʂɑŋ˥˩ ʐən˥˩/;0
上供;/ʂɑŋ˥˩ kʊŋ˥˩/;0
上前;/ʂɑŋ˥˩ tɕʰjɛn˧˥/;0
上劲;/ʂɑŋ˥˩ tɕɪn˥˩/;0
上升;/ʂɑŋ˥˩ ʂɤŋ˥˥/;0
